Id,X,Y,Z,dX,dY,dZ,Bunny
2542,-850.8404246547225,-181.5440693208616,977,400,400,400,Body
2543,-456.9173234498392,-112.0847982540895,977,400,400,400,Body
2544,-62.99422224495606,-42.6255271873174,977,400,400,400,Body
2545,330.928878959927,26.83374387945469,977,400,400,400,Body
2546,643.7360226302826,-19.55257812168679,877,200,200,200,Body
2547,609.0063870968966,177.4089724807548,877,200,200,200,Body
2548,805.9679376993381,212.1386080141408,877,200,200,200,Body
2549,643.7360226302826,-19.55257812168679,1077,200,200,200,Body
2550,609.0063870968966,177.4089724807548,1077,200,200,200,Body
2551,800.13959446546,-42.74573912225765,827,100,100,100,Body
2552,898.6203697666811,-25.38092135556462,827,100,100,100,Air
2553,782.7747766987673,55.73503617896313,827,100,100,100,Body
2554,881.2555519999883,73.09985394565615,827,100,100,100,Body
2555,800.13959446546,-42.74573912225765,927,100,100,100,Body
2556,898.6203697666811,-25.38092135556462,927,100,100,100,Air
2557,782.7747766987673,55.73503617896313,927,100,100,100,Body
2558,881.2555519999883,73.09985394565615,927,100,100,100,Body
2559,800.13959446546,-42.74573912225765,1027,100,100,100,Body
2560,898.6203697666811,-25.38092135556462,1027,100,100,100,Air
2561,782.7747766987673,55.73503617896313,1027,100,100,100,Body
2562,881.2555519999883,73.09985394565615,1027,100,100,100,Air
2563,800.13959446546,-42.74573912225765,1127,100,100,100,Air
2564,898.6203697666811,-25.38092135556462,1127,100,100,100,Air
2565,782.7747766987673,55.73503617896313,1127,100,100,100,Body
2566,881.2555519999883,73.09985394565615,1127,100,100,100,Air
2567,765.409958932074,154.2158114801841,1027,100,100,100,Body
2568,863.890734233295,171.5806292468769,1027,100,100,100,Air
2569,748.0451411653812,252.6965867814047,1027,100,100,100,Body
2570,846.5259164666022,270.0614045480979,1027,100,100,100,Body
2571,765.409958932074,154.2158114801841,1127,100,100,100,Body
2572,863.890734233295,171.5806292468769,1127,100,100,100,Air
2573,748.0451411653812,252.6965867814047,1127,100,100,100,Body
2574,846.5259164666022,270.0614045480979,1127,100,100,100,Air
2575,1118.775081369694,165.7522860129991,977,400,400,400,Air
2576,-1789.261855665789,-42.38510331743646,877,200,200,200,Air
2577,-1592.300305063347,-7.655467784050416,877,200,200,200,Body
2578,-1627.029940596733,189.3060828183911,877,200,200,200,Body
2579,-1789.261855665789,-42.38510331743646,1077,200,200,200,Air
2580,-1823.991491199175,154.5764472850051,1077,200,200,200,Air
2581,-1627.029940596733,189.3060828183911,1077,200,200,200,Body
2582,-1864.549469966439,96.65365075104819,827,100,100,100,Air
2583,-1766.068694665218,114.0184685177412,827,100,100,100,Air
2584,-1881.914287733132,195.134426052269,827,100,100,100,Air
2585,-1783.433512431911,212.499243818962,827,100,100,100,Body
2586,-1864.549469966439,96.65365075104819,927,100,100,100,Air
2587,-1766.068694665218,114.0184685177412,927,100,100,100,Air
2588,-1881.914287733132,195.134426052269,927,100,100,100,Air
2589,-1783.433512431911,212.499243818962,927,100,100,100,Body
2590,-1632.858283830611,-65.57826431800731,1027,100,100,100,Body
2591,-1534.37750852939,-48.21344655131429,1027,100,100,100,Body
2592,-1650.223101597304,32.90251098321346,1027,100,100,100,Body
2593,-1551.742326296083,50.26732874990648,1027,100,100,100,Body
2594,-1632.858283830611,-65.57826431800731,1127,100,100,100,Air
2595,-1534.37750852939,-48.21344655131429,1127,100,100,100,Body
2596,-1650.223101597304,32.90251098321346,1127,100,100,100,Body
2597,-1551.742326296083,50.26732874990648,1127,100,100,100,Body
2598,-1314.222796926378,142.9197608172494,977,400,400,400,Body
2599,-920.2996957214946,212.3790318840217,977,400,400,400,Body
2600,-526.3765945166112,281.8383029507938,977,400,400,400,Body
2601,-132.4534933117282,351.2975740175659,977,400,400,400,Body
2602,261.4696078931549,420.7568450843382,977,400,400,400,Body
2603,574.2767515635105,374.3705230831965,877,200,200,200,Body
2604,771.2383021659521,409.1001586165826,877,200,200,200,Body
2605,539.5471160301245,571.3320736856381,877,200,200,200,Body
2606,574.2767515635105,374.3705230831965,1077,200,200,200,Body
2607,539.5471160301245,571.3320736856381,1077,200,200,200,Body
2608,695.9506878653019,548.1389126850672,827,100,100,100,Body
2609,794.4314631665229,565.50373045176,827,100,100,100,Body
2610,678.5858700986091,646.6196879862878,827,100,100,100,Body
2611,777.0666453998301,663.984505752981,827,100,100,100,Body
2612,695.9506878653019,548.1389126850672,927,100,100,100,Body
2613,794.4314631665229,565.50373045176,927,100,100,100,Body
2614,678.5858700986091,646.6196879862878,927,100,100,100,Body
2615,777.0666453998301,663.984505752981,927,100,100,100,Air
2616,730.680323398688,351.1773620826257,1027,100,100,100,Body
2617,829.161098699909,368.5421798493185,1027,100,100,100,Body
2618,713.3155056319952,449.6581373838462,1027,100,100,100,Body
2619,811.7962809332162,467.0229551505395,1027,100,100,100,Body
2620,730.680323398688,351.1773620826257,1127,100,100,100,Body
2621,829.161098699909,368.5421798493185,1127,100,100,100,Air
2622,713.3155056319952,449.6581373838462,1127,100,100,100,Body
2623,811.7962809332162,467.0229551505395,1127,100,100,100,Air
2624,695.9506878653019,548.1389126850672,1027,100,100,100,Body
2625,794.4314631665229,565.50373045176,1027,100,100,100,Air
2626,678.5858700986091,646.6196879862878,1027,100,100,100,Body
2627,777.0666453998301,663.984505752981,1027,100,100,100,Air
2628,695.9506878653019,548.1389126850672,1127,100,100,100,Body
2629,794.4314631665229,565.50373045176,1127,100,100,100,Air
2630,678.5858700986091,646.6196879862878,1127,100,100,100,Air
2631,777.0666453998301,663.984505752981,1127,100,100,100,Air
2632,1049.315810302922,559.6753872178824,977,400,400,400,Air
2633,-1858.721126732561,351.5379978874466,877,200,200,200,Air
2634,-1661.759576130119,386.2676334208327,877,200,200,200,Body
2635,-1893.450762265947,548.4995484898882,877,200,200,200,Air
2636,-1858.721126732561,351.5379978874466,1077,200,200,200,Air
2637,-1893.450762265947,548.4995484898882,1077,200,200,200,Air
2638,-1737.047190430769,525.3063874893176,827,100,100,100,Air
2639,-1638.566415129548,542.6712052560106,827,100,100,100,Body
2640,-1754.412008197462,623.7871627905383,827,100,100,100,Air
2641,-1655.931232896241,641.1519805572314,827,100,100,100,Air
2642,-1737.047190430769,525.3063874893176,927,100,100,100,Air
2643,-1638.566415129548,542.6712052560106,927,100,100,100,Body
2644,-1754.412008197462,623.7871627905383,927,100,100,100,Air
2645,-1655.931232896241,641.1519805572314,927,100,100,100,Air
2646,-1702.317554897383,328.344836886876,1027,100,100,100,Body
2647,-1603.836779596162,345.709654653569,1027,100,100,100,Body
2648,-1719.682372664076,426.8256121880968,1027,100,100,100,Body
2649,-1621.201597362855,444.1904299547898,1027,100,100,100,Body
2650,-1702.317554897383,328.344836886876,1127,100,100,100,Body
2651,-1603.836779596162,345.709654653569,1127,100,100,100,Body
2652,-1719.682372664076,426.8256121880968,1127,100,100,100,Air
2653,-1621.201597362855,444.1904299547898,1127,100,100,100,Body
2654,-1737.047190430769,525.3063874893176,1027,100,100,100,Air
2655,-1638.566415129548,542.6712052560106,1027,100,100,100,Body
2656,-1754.412008197462,623.7871627905383,1027,100,100,100,Air
2657,-1655.931232896241,641.1519805572314,1027,100,100,100,Air
2658,-1737.047190430769,525.3063874893176,1127,100,100,100,Air
2659,-1638.566415129548,542.6712052560106,1127,100,100,100,Body
2660,-1754.412008197462,623.7871627905383,1127,100,100,100,Air
2661,-1655.931232896241,641.1519805572314,1127,100,100,100,Air
2662,-1383.68206799315,536.8428620221325,977,400,400,400,Body
2663,-989.7589667882667,606.3021330889048,977,400,400,400,Body
2664,-676.9518231179111,559.9158110877631,877,200,200,200,Body
2665,-479.9902725154695,594.6454466211492,877,200,200,200,Body
2666,-711.6814586512971,756.8773616902045,877,200,200,200,Body
2667,-514.7199080488556,791.606997223591,877,200,200,200,Body
2668,-676.9518231179111,559.9158110877631,1077,200,200,200,Body
2669,-479.9902725154695,594.6454466211492,1077,200,200,200,Body
2670,-752.2394374185612,698.9545651562478,1027,100,100,100,Body
2671,-653.7586621173405,716.3193829229408,1027,100,100,100,Body
2672,-769.6042551852543,797.4353404574686,1027,100,100,100,Body
2673,-671.1234798840335,814.8001582241618,1027,100,100,100,Body
2674,-752.2394374185612,698.9545651562478,1127,100,100,100,Body
2675,-653.7586621173405,716.3193829229408,1127,100,100,100,Body
2676,-769.6042551852543,797.4353404574686,1127,100,100,100,Air
2677,-671.1234798840335,814.8001582241618,1127,100,100,100,Air
2678,-555.2778868161197,733.6842006896341,1027,100,100,100,Body
2679,-456.7971115148989,751.0490184563268,1027,100,100,100,Body
2680,-572.6427045828127,832.1649759908546,1027,100,100,100,Body
2681,-474.1619292815919,849.5297937575478,1027,100,100,100,Body
2682,-555.2778868161197,733.6842006896341,1127,100,100,100,Body
2683,-456.7971115148989,751.0490184563268,1127,100,100,100,Body
2684,-572.6427045828127,832.1649759908546,1127,100,100,100,Air
2685,-474.1619292815919,849.5297937575478,1127,100,100,100,Air
2686,-283.028721913028,629.3750821545352,877,200,200,200,Body
2687,-86.06717131058645,664.1047176879213,877,200,200,200,Body
2688,-317.758357446414,826.336632756977,877,200,200,200,Body
2689,-120.7968068439725,861.066268290363,877,200,200,200,Body
2690,-283.028721913028,629.3750821545352,1077,200,200,200,Body
2691,-86.06717131058645,664.1047176879213,1077,200,200,200,Body
2692,-358.3163362136779,768.4138362230201,1027,100,100,100,Body
2693,-259.8355609124571,785.7786539897129,1027,100,100,100,Body
2694,-375.6811539803709,866.8946115242406,1027,100,100,100,Body
2695,-277.2003786791502,884.2594292909339,1027,100,100,100,Air
2696,-358.3163362136779,768.4138362230201,1127,100,100,100,Body
2697,-259.8355609124571,785.7786539897129,1127,100,100,100,Body
2698,-375.6811539803709,866.8946115242406,1127,100,100,100,Air
2699,-277.2003786791502,884.2594292909339,1127,100,100,100,Air
2700,-161.3547856112364,803.1434717564061,1027,100,100,100,Body
2701,-62.87401031001559,820.5082895230989,1027,100,100,100,Body
2702,-178.7196033779294,901.6242470576267,1027,100,100,100,Air
2703,-80.23882807670861,918.9890648243199,1027,100,100,100,Air
2704,-161.3547856112364,803.1434717564061,1127,100,100,100,Body
2705,-62.87401031001559,820.5082895230989,1127,100,100,100,Body
2706,-178.7196033779294,901.6242470576267,1127,100,100,100,Air
2707,-80.23882807670861,918.9890648243199,1127,100,100,100,Air
2708,110.8943792918553,698.8343532213075,877,200,200,200,Body
2709,307.8559298942969,733.5639887546936,877,200,200,200,Body
2710,76.16474375846929,895.7959038237491,877,200,200,200,Body
2711,110.8943792918553,698.8343532213075,1077,200,200,200,Body
2712,307.8559298942969,733.5639887546936,1077,200,200,200,Body
2713,232.5683155936467,872.6027428231782,827,100,100,100,Body
2714,331.0490908948677,889.9675605898715,827,100,100,100,Body
2715,215.2034978269537,971.0835181243992,827,100,100,100,Body
2716,313.6842731281747,988.448335891092,827,100,100,100,Body
2717,232.5683155936467,872.6027428231782,927,100,100,100,Body
2718,331.0490908948677,889.9675605898715,927,100,100,100,Body
2719,215.2034978269537,971.0835181243992,927,100,100,100,Body
2720,313.6842731281747,988.448335891092,927,100,100,100,Air
2721,35.60676499120518,837.8731072897922,1027,100,100,100,Body
2722,134.0875402924262,855.2379250564854,1027,100,100,100,Body
2723,18.24194722451216,936.3538825910127,1027,100,100,100,Air
2724,116.7227225257332,953.718700357706,1027,100,100,100,Air
2725,35.60676499120518,837.8731072897922,1127,100,100,100,Body
2726,134.0875402924262,855.2379250564854,1127,100,100,100,Air
2727,18.24194722451216,936.3538825910127,1127,100,100,100,Air
2728,116.7227225257332,953.718700357706,1127,100,100,100,Air
2729,232.5683155936467,872.6027428231782,1027,100,100,100,Body
2730,331.0490908948677,889.9675605898715,1027,100,100,100,Body
2731,215.2034978269537,971.0835181243992,1027,100,100,100,Air
2732,313.6842731281747,988.448335891092,1027,100,100,100,Air
2733,232.5683155936467,872.6027428231782,1127,100,100,100,Air
2734,331.0490908948677,889.9675605898715,1127,100,100,100,Air
2735,215.2034978269537,971.0835181243992,1127,100,100,100,Air
2736,313.6842731281747,988.448335891092,1127,100,100,100,Air
2737,504.8174804967384,768.2936242880796,877,200,200,200,Body
2738,667.0493955657939,999.9848104239072,877,200,200,200,Air
2739,701.77903109918,803.0232598214657,1077,200,200,200,Air
2740,470.0878449633524,965.2551748905212,1077,200,200,200,Air
2741,667.0493955657939,999.9848104239072,1077,200,200,200,Air
2742,661.2210523319159,745.1004632875088,827,100,100,100,Body
2743,759.7018276331369,762.465281054202,827,100,100,100,Air
2744,643.8562345652231,843.5812385887298,827,100,100,100,Air
2745,742.3370098664441,860.9460563554226,827,100,100,100,Air
2746,661.2210523319159,745.1004632875088,927,100,100,100,Body
2747,759.7018276331369,762.465281054202,927,100,100,100,Air
2748,643.8562345652231,843.5812385887298,927,100,100,100,Air
2749,742.3370098664441,860.9460563554226,927,100,100,100,Air
2750,429.5298661960883,907.3323783565643,827,100,100,100,Body
2751,528.0106414973093,924.6971961232575,827,100,100,100,Air
2752,412.165048429395,1005.813153657785,827,100,100,100,Air
2753,510.645823730616,1023.177971424478,827,100,100,100,Air
2754,429.5298661960883,907.3323783565643,927,100,100,100,Body
2755,528.0106414973093,924.6971961232575,927,100,100,100,Air
2756,412.165048429395,1005.813153657785,927,100,100,100,Air
2757,510.645823730616,1023.177971424478,927,100,100,100,Air
2758,464.2595017294743,710.3708277541227,1027,100,100,100,Body
2759,562.7402770306953,727.735645520816,1027,100,100,100,Body
2760,446.8946839627815,808.8516030553437,1027,100,100,100,Body
2761,545.3754592640025,826.2164208220365,1027,100,100,100,Air
2762,464.2595017294743,710.3708277541227,1127,100,100,100,Body
2763,562.7402770306953,727.735645520816,1127,100,100,100,Body
2764,446.8946839627815,808.8516030553437,1127,100,100,100,Air
2765,545.3754592640025,826.2164208220365,1127,100,100,100,Air
2766,979.8565392361493,953.5984884227655,977,400,400,400,Air
2767,-1847.064440264805,861.3066921602435,977,400,400,400,Air
2768,-1568.986932127836,1011.881920761544,877,200,200,200,Air
2769,-1372.025381525394,1046.61155629493,877,200,200,200,Air
2770,-1534.25729659445,814.9203701591023,1077,200,200,200,Air
2771,-1568.986932127836,1011.881920761544,1077,200,200,200,Air
2772,-1372.025381525394,1046.61155629493,1077,200,200,200,Air
2773,-1574.815275361714,756.9975736251449,827,100,100,100,Air
2774,-1476.334500060493,774.3623913918382,827,100,100,100,Body
2775,-1592.180093128407,855.4783489263659,827,100,100,100,Air
2776,-1493.699317827186,872.8431666930592,827,100,100,100,Air
2777,-1574.815275361714,756.9975736251449,927,100,100,100,Air
2778,-1476.334500060493,774.3623913918382,927,100,100,100,Body
2779,-1592.180093128407,855.4783489263659,927,100,100,100,Air
2780,-1493.699317827186,872.8431666930592,927,100,100,100,Air
2781,-1377.853724759272,791.727209158531,827,100,100,100,Body
2782,-1279.372949458051,809.0920269252242,827,100,100,100,Body
2783,-1395.218542525965,890.207984459752,827,100,100,100,Air
2784,-1296.737767224744,907.5728022264452,827,100,100,100,Air
2785,-1377.853724759272,791.727209158531,927,100,100,100,Body
2786,-1279.372949458051,809.0920269252242,927,100,100,100,Body
2787,-1395.218542525965,890.207984459752,927,100,100,100,Air
2788,-1296.737767224744,907.5728022264452,927,100,100,100,Air
2789,-1377.853724759272,791.727209158531,1027,100,100,100,Body
2790,-1279.372949458051,809.0920269252242,1027,100,100,100,Body
2791,-1395.218542525965,890.207984459752,1027,100,100,100,Air
2792,-1296.737767224744,907.5728022264452,1027,100,100,100,Air
2793,-1377.853724759272,791.727209158531,1127,100,100,100,Air
2794,-1279.372949458051,809.0920269252242,1127,100,100,100,Air
2795,-1395.218542525965,890.207984459752,1127,100,100,100,Air
2796,-1296.737767224744,907.5728022264452,1127,100,100,100,Air
2797,-1175.063830922953,1081.341191828316,877,200,200,200,Air
2798,-978.1022803205112,1116.070827361702,877,200,200,200,Air
2799,-943.3726447871251,919.1092767592604,1077,200,200,200,Air
2800,-1175.063830922953,1081.341191828316,1077,200,200,200,Air
2801,-978.1022803205112,1116.070827361702,1077,200,200,200,Air
2802,-1180.892174156831,826.4568446919175,827,100,100,100,Body
2803,-1082.41139885561,843.8216624586103,827,100,100,100,Body
2804,-1198.256991923523,924.9376199931385,827,100,100,100,Air
2805,-1099.776216622303,942.3024377598313,827,100,100,100,Air
2806,-1180.892174156831,826.4568446919175,927,100,100,100,Body
2807,-1082.41139885561,843.8216624586103,927,100,100,100,Body
2808,-1198.256991923523,924.9376199931385,927,100,100,100,Air
2809,-1099.776216622303,942.3024377598313,927,100,100,100,Air
2810,-983.9306235543888,861.1864802253035,827,100,100,100,Body
2811,-885.4498482531681,878.5512979919963,827,100,100,100,Air
2812,-1001.295441321082,959.6672555265245,827,100,100,100,Air
2813,-902.8146660198611,977.0320732932173,827,100,100,100,Air
2814,-983.9306235543888,861.1864802253035,927,100,100,100,Body
2815,-885.4498482531681,878.5512979919963,927,100,100,100,Air
2816,-1001.295441321082,959.6672555265245,927,100,100,100,Air
2817,-902.8146660198611,977.0320732932173,927,100,100,100,Air
2818,-1180.892174156831,826.4568446919175,1027,100,100,100,Body
2819,-1082.41139885561,843.8216624586103,1027,100,100,100,Body
2820,-1198.256991923523,924.9376199931385,1027,100,100,100,Air
2821,-1099.776216622303,942.3024377598313,1027,100,100,100,Air
2822,-1180.892174156831,826.4568446919175,1127,100,100,100,Air
2823,-1082.41139885561,843.8216624586103,1127,100,100,100,Air
2824,-1198.256991923523,924.9376199931385,1127,100,100,100,Air
2825,-1099.776216622303,942.3024377598313,1127,100,100,100,Air
2826,-746.4110941846833,953.8389122926465,877,200,200,200,Air
2827,-781.1407297180695,1150.800462895088,877,200,200,200,Air
2828,-584.1791791156279,1185.530098428474,877,200,200,200,Air
2829,-746.4110941846833,953.8389122926465,1077,200,200,200,Air
2830,-549.4495435822419,988.5685478260325,1077,200,200,200,Air
2831,-781.1407297180695,1150.800462895088,1077,200,200,200,Air
2832,-584.1791791156279,1185.530098428474,1077,200,200,200,Air
2833,-590.0075223495057,930.6457512920756,827,100,100,100,Air
2834,-491.526747048285,948.0105690587684,827,100,100,100,Body
2835,-607.3723401161988,1029.126526593297,827,100,100,100,Air
2836,-508.891564814978,1046.491344359989,827,100,100,100,Air
2837,-590.0075223495057,930.6457512920756,927,100,100,100,Air
2838,-491.526747048285,948.0105690587684,927,100,100,100,Air
2839,-607.3723401161988,1029.126526593297,927,100,100,100,Air
2840,-508.891564814978,1046.491344359989,927,100,100,100,Air
2841,-387.2176285131864,1220.25973396186,877,200,200,200,Air
2842,-352.4879929798003,1023.298183359419,1077,200,200,200,Air
2843,-155.5264423773588,1058.027818892805,1077,200,200,200,Air
2844,-387.2176285131864,1220.25973396186,1077,200,200,200,Air
2845,-393.045971747064,965.3753868254616,827,100,100,100,Body
2846,-294.5651964458432,982.7402045921544,827,100,100,100,Body
2847,-410.410789513757,1063.856162126683,827,100,100,100,Body
2848,-311.9300142125362,1081.220979893375,827,100,100,100,Body
2849,-393.045971747064,965.3753868254616,927,100,100,100,Air
2850,-294.5651964458432,982.7402045921544,927,100,100,100,Body
2851,-410.410789513757,1063.856162126683,927,100,100,100,Air
2852,-311.9300142125362,1081.220979893375,927,100,100,100,Air
2853,-196.0844211446224,1000.105022358848,827,100,100,100,Body
2854,-97.60364584340164,1017.469840125541,827,100,100,100,Body
2855,-213.4492389113154,1098.585797660069,827,100,100,100,Body
2856,-114.9684636100947,1115.950615426762,827,100,100,100,Body
2857,-196.0844211446224,1000.105022358848,927,100,100,100,Body
2858,-97.60364584340164,1017.469840125541,927,100,100,100,Body
2859,-213.4492389113154,1098.585797660069,927,100,100,100,Air
2860,-114.9684636100947,1115.950615426762,927,100,100,100,Air
2861,-230.8140566780085,1197.066572961289,827,100,100,100,Air
2862,-132.3332813767877,1214.431390727982,827,100,100,100,Air
2863,-248.1788744447015,1295.54734826251,827,100,100,100,Air
2864,-149.6980991434807,1312.912166029203,827,100,100,100,
2865,-230.8140566780085,1197.066572961289,927,100,100,100,Air
2866,-132.3332813767877,1214.431390727982,927,100,100,100,Air
2867,-248.1788744447015,1295.54734826251,927,100,100,100,Air
2868,-149.6980991434807,1312.912166029203,927,100,100,100,
2869,-230.8140566780085,1197.066572961289,1027,100,100,100,Air
2870,-132.3332813767877,1214.431390727982,1027,100,100,100,Air
2871,-248.1788744447015,1295.54734826251,1027,100,100,100,Air
2872,-149.6980991434807,1312.912166029203,1027,100,100,100,
2873,-230.8140566780085,1197.066572961289,1127,100,100,100,Air
2874,-132.3332813767877,1214.431390727982,1127,100,100,100,Air
2875,-248.1788744447015,1295.54734826251,1127,100,100,100,Air
2876,-149.6980991434807,1312.912166029203,1127,100,100,100,
2877,41.43510822508324,1092.757454426191,1077,200,200,200,Air
2878,238.3966588275248,1127.487089959577,1077,200,200,200,Air
2879,0.8771294578191373,1034.834657892234,827,100,100,100,Body
2880,99.35790475904014,1052.199475658927,827,100,100,100,Body
2881,-16.48768830887389,1133.315433193455,827,100,100,100,Air
2882,81.99308699234712,1150.680250960148,827,100,100,100,Air
2883,0.8771294578191373,1034.834657892234,927,100,100,100,Body
2884,99.35790475904014,1052.199475658927,927,100,100,100,Air
2885,-16.48768830887389,1133.315433193455,927,100,100,100,Air
2886,81.99308699234712,1150.680250960148,927,100,100,100,Air
2887,197.8386800602607,1069.56429342562,827,100,100,100,Body
2888,296.3194553614817,1086.929111192313,827,100,100,100,Air
2889,180.4738622935677,1168.045068726841,827,100,100,100,Air
2890,278.9546375947887,1185.409886493534,827,100,100,100,Air
2891,197.8386800602607,1069.56429342562,927,100,100,100,Air
2892,296.3194553614817,1086.929111192313,927,100,100,100,Air
2893,180.4738622935677,1168.045068726841,927,100,100,100,Air
2894,278.9546375947887,1185.409886493534,927,100,100,100,Air
2895,-33.85250607556691,1231.796208494675,827,100,100,100,Air
2896,64.62826922565409,1249.161026261369,827,100,100,100,Air
2897,-51.21732384225993,1330.276983795896,827,100,100,100,
2898,47.26345145896107,1347.64180156259,827,100,100,100,
2899,-33.85250607556691,1231.796208494675,927,100,100,100,Air
2900,64.62826922565409,1249.161026261369,927,100,100,100,Air
2901,-51.21732384225993,1330.276983795896,927,100,100,100,
2902,47.26345145896107,1347.64180156259,927,100,100,100,
2903,163.1090445268746,1266.525844028061,827,100,100,100,Air
2904,261.5898198280956,1283.890661794755,827,100,100,100,Air
2905,145.7442267601816,1365.006619329282,827,100,100,100,
2906,244.2250020614026,1382.371437095976,827,100,100,100,
2907,163.1090445268746,1266.525844028061,927,100,100,100,Air
2908,261.5898198280956,1283.890661794755,927,100,100,100,Air
2909,145.7442267601816,1365.006619329282,927,100,100,100,
2910,244.2250020614026,1382.371437095976,927,100,100,100,
2911,-33.85250607556691,1231.796208494675,1027,100,100,100,Air
2912,64.62826922565409,1249.161026261369,1027,100,100,100,Air
2913,-51.21732384225993,1330.276983795896,1027,100,100,100,
2914,47.26345145896107,1347.64180156259,1027,100,100,100,
2915,-33.85250607556691,1231.796208494675,1127,100,100,100,Air
2916,64.62826922565409,1249.161026261369,1127,100,100,100,Air
2917,-51.21732384225993,1330.276983795896,1127,100,100,100,
2918,47.26345145896107,1347.64180156259,1127,100,100,100,
2919,163.1090445268746,1266.525844028061,1027,100,100,100,Air
2920,261.5898198280956,1283.890661794755,1027,100,100,100,Air
2921,145.7442267601816,1365.006619329282,1027,100,100,100,
2922,244.2250020614026,1382.371437095976,1027,100,100,100,
2923,163.1090445268746,1266.525844028061,1127,100,100,100,Air
2924,261.5898198280956,1283.890661794755,1127,100,100,100,Air
2925,145.7442267601816,1365.006619329282,1127,100,100,100,
2926,244.2250020614026,1382.371437095976,1127,100,100,100,
2927,435.3582094299663,1162.216725492963,877,200,200,200,Air
2928,632.3197600324079,1196.946361026349,877,200,200,200,Air
2929,400.6285738965803,1359.178276095404,877,200,200,200,
2930,597.5901244990218,1393.90791162879,877,200,200,200,
2931,435.3582094299663,1162.216725492963,1077,200,200,200,Air
2932,632.3197600324079,1196.946361026349,1077,200,200,200,Air
2933,400.6285738965803,1359.178276095404,1077,200,200,200,
2934,597.5901244990218,1393.90791162879,1077,200,200,200,
2935,829.2813106348494,1231.675996559735,877,200,200,200,Air
2936,794.5516751014634,1428.637547162177,877,200,200,200,
2937,991.5132257039049,1463.367182695562,877,200,200,200,
2938,829.2813106348494,1231.675996559735,1077,200,200,200,Air
2939,794.5516751014634,1428.637547162177,1077,200,200,200,
2940,991.5132257039049,1463.367182695562,1077,200,200,200,
2941,985.6848824700273,1208.482835559164,827,100,100,100,Air
2942,1084.165657771248,1225.847653325857,827,100,100,100,Air
2943,968.3200647033345,1306.963610860385,827,100,100,100,
2944,1066.800840004555,1324.328428627078,827,100,100,100,
2945,985.6848824700273,1208.482835559164,927,100,100,100,Air
2946,1084.165657771248,1225.847653325857,927,100,100,100,Air
2947,968.3200647033345,1306.963610860385,927,100,100,100,
2948,1066.800840004555,1324.328428627078,927,100,100,100,
2949,985.6848824700273,1208.482835559164,1027,100,100,100,Air
2950,1084.165657771248,1225.847653325857,1027,100,100,100,Air
2951,968.3200647033345,1306.963610860385,1027,100,100,100,
2952,1066.800840004555,1324.328428627078,1027,100,100,100,
2953,985.6848824700273,1208.482835559164,1127,100,100,100,Air
2954,1084.165657771248,1225.847653325857,1127,100,100,100,Air
2955,968.3200647033345,1306.963610860385,1127,100,100,100,
2956,1066.800840004555,1324.328428627078,1127,100,100,100,
2957,-1499.768084930944,-1108.308813864172,1377,400,400,400,Air
2958,-1105.844983726061,-1038.8495427974,1377,400,400,400,Air
2959,-711.9218825211781,-969.390271730628,1377,400,400,400,Air
2960,-317.9987813162948,-899.9310006638559,1377,400,400,400,Air
2961,75.92431988858834,-830.4717295970837,1377,400,400,400,Air
2962,469.8474210934714,-761.0124585303115,1377,400,400,400,Air
2963,863.770522298355,-691.5531874635394,1377,400,400,400,Air
2964,1176.57766596871,-737.9395094646811,1277,200,200,200,Air
2965,1141.848030435324,-540.9779588622396,1277,200,200,200,Air
2966,1338.809581037765,-506.2483233288535,1277,200,200,200,Air
2967,1176.57766596871,-737.9395094646811,1477,200,200,200,Air
2968,1141.848030435324,-540.9779588622396,1477,200,200,200,Air
2969,1338.809581037765,-506.2483233288535,1477,200,200,200,Air
2970,1332.981237803888,-761.132670465252,1227,100,100,100,Air
2971,1431.462013105109,-743.7678526985588,1227,100,100,100,
2972,1315.616420037195,-662.6518951640312,1227,100,100,100,Air
2973,1414.097195338416,-645.2870773973381,1227,100,100,100,
2974,1332.981237803888,-761.132670465252,1327,100,100,100,Air
2975,1431.462013105109,-743.7678526985588,1327,100,100,100,
2976,1315.616420037195,-662.6518951640312,1327,100,100,100,Air
2977,1414.097195338416,-645.2870773973381,1327,100,100,100,
2978,1332.981237803888,-761.132670465252,1427,100,100,100,Air
2979,1431.462013105109,-743.7678526985588,1427,100,100,100,
2980,1315.616420037195,-662.6518951640312,1427,100,100,100,Air
2981,1414.097195338416,-645.2870773973381,1427,100,100,100,
2982,1332.981237803888,-761.132670465252,1527,100,100,100,Air
2983,1431.462013105109,-743.7678526985588,1527,100,100,100,
2984,1315.616420037195,-662.6518951640312,1527,100,100,100,Air
2985,1414.097195338416,-645.2870773973381,1527,100,100,100,
2986,-1569.227355997717,-714.3857126592892,1377,400,400,400,Air
2987,-1175.304254792833,-644.926441592517,1377,400,400,400,Air
2988,-781.3811535879503,-575.4671705257449,1377,400,400,400,Air
2989,-468.5740099175946,-621.8534925268865,1277,200,200,200,Air
2990,-271.612459315153,-587.1238569935005,1277,200,200,200,Air
2991,-468.5740099175946,-621.8534925268865,1477,200,200,200,Air
2992,-271.612459315153,-587.1238569935005,1477,200,200,200,Air
2993,-503.3036454509806,-424.8919419244448,1477,200,200,200,Air
2994,-306.3420948485391,-390.1623063910588,1477,200,200,200,Air
